feedback_id,passenger_id,flight_id,rating_overall,nps_score,rating_crew,rating_food,rating_seat,rating_ground,submission_date,delay_minutes,is_purple_cow
02105644-b143-4043-94b0-fb346d238e31,8fced3cd-37f7-4e53-842f-143485ec5385,FL-1001,4,9,5,2,5,5,2024-12-23,0,1
b1a91185-0583-4491-b82f-bbc308d6f9d9,2a4836f3-5897-4f31-9bd4-3bbdc92ef931,FL-1001,4,10,4,3,5,3,2024-12-26,0,1
8da4cb5d-d919-417d-b093-a7005e71ac36,0f6d11ec-1c5d-44bb-9ac5-0f67ca3e0f25,FL-1001,4,8,4,5,5,3,2024-12-26,0,1
ea90cda2-4382-4e7c-a9d9-42aea2c352b2,d1212008-2b65-4fb2-92cc-7838b681aa69,FL-1002,4,8,5,4,4,4,2024-08-25,18,1
cb0b0b5c-0a42-4a80-bdc8-bb04c8e58aa4,f6d89f68-ce01-4ad0-888f-b426a3f603be,FL-1002,4,8,4,4,4,2,2024-08-21,18,1
0fcfcd56-aa17-40ee-b7c0-cbafe7a5b743,9e69585f-c84a-424c-aab7-8c284307d470,FL-1002,4,8,5,4,0,3,2024-08-22,18,1
84f84254-d529-40c5-9033-3832e58d1a80,0ea36ccc-fb40-43ff-9f6e-f62d1d823902,FL-1002,3,5,5,4,4,5,2024-08-24,18,0
63a4c8ed-3db8-48c6-90b6-b1e5478337e0,2b4f628e-e4ed-4393-b518-8128f67c8d61,FL-1002,5,10,4,3,4,5,2024-08-21,18,1
d56de5bf-746e-4953-8887-e0e703ea2646,745fe001-2b98-4d94-b42d-59234400c4c0,FL-1002,3,5,4,4,4,3,2024-08-23,18,0
f2bd209a-4b58-46d9-b9aa-7e25a7c22798,99000e2a-c49c-4b9b-9387-c54584eb2360,FL-1002,5,10,4,4,4,2,2024-08-25,18,1
82a6e0e4-3789-4811-9376-51c14f1f5347,e03c7bea-514b-4677-a5d3-6ab9dbf2083e,FL-1002,4,8,5,2,5,2,2024-08-24,18,1
a63e0d43-bc49-47aa-a7ba-645d1143a68e,0c529ca3-d016-485e-9788-b03864300fbc,FL-1002,5,9,5,2,4,2,2024-08-22,18,1
766e1fe6-10d0-4f18-8d57-3afbef684e43,5ae1e2ee-083c-4123-a8f7-9cd4e34c298b,FL-1002,5,9,5,5,4,3,2024-08-24,18,1
d65704d2-89e6-407d-8d38-ec322cf128ee,8a9301f2-bac9-4d10-9262-acbe60f645d9,FL-1003,4,7,4,4,5,2,2024-04-23,67,1
d4ea6b5c-4380-4f40-9682-b734357f1c42,b8480235-3550-43be-aca5-f8f4383611d5,FL-1003,4,6,4,4,4,3,2024-04-24,67,1
28a9310f-3ee2-4af8-93d7-751e01624f97,11946618-506a-461f-a94a-ed2fa7d37ab7,FL-1003,2,3,5,5,3,3,2024-04-21,67,0
902c0ac6-3dc8-4116-9d02-eed004d705e7,184b0a6d-f1c8-4f8b-a59d-01c0f3dd318a,FL-1003,2,4,4,4,3,2,2024-04-21,67,0
cbe21fba-4ee7-43fe-96c9-9f384b32df1c,f19e9c13-84b0-4b5c-b164-7548385ae29d,FL-1003,2,4,5,3,4,2,2024-04-21,67,0
a24c85c9-e730-42ed-8c6d-5c74ae008f8d,26c02c5b-483e-4e43-b3bc-d76cd84ead8a,FL-1004,4,8,4,4,4,4,2024-12-22,13,1
31e4d8d7-f1f8-40d5-8c6e-f9709669ef62,e06ea2a2-3883-4b03-9ece-1c17ba50b117,FL-1004,5,10,4,3,4,2,2024-12-22,13,1
e490e3db-eb53-46c0-95cc-479b618ce539,ee55c2dc-835d-439b-8ea2-881ec8871bdc,FL-1004,4,8,4,4,5,2,2024-12-25,13,1
71d09a7d-d297-4d47-847c-fbe4ed6399a4,812ab5b0-5f9c-44d8-ba69-5a8930b0c9a7,FL-1004,5,10,5,3,5,3,2024-12-22,13,1
f9603c5f-89e1-4de0-98d6-bbeea40f5c74,e3955437-95f2-4617-be21-723a16052a1b,FL-1004,5,10,5,4,4,4,2024-12-23,13,1
7b3bbc6b-e862-4f32-8a24-516817a5abc4,154ca950-d590-4b83-b970-32b2d92083ba,FL-1004,5,10,5,3,4,4,2024-12-24,13,1
c8e665f4-98ec-42c2-a297-2a7ed9ee3dfd,c4f204ee-59f6-4353-b3f5-a44634f59ca8,FL-1005,3,5,4,4,2,4,2024-01-18,0,0
1e8729f1-ff02-4210-a3f8-f5ab70cda9ad,546fc1b6-965e-4413-93b0-269edcdf5ae1,FL-1005,3,4,5,3,3,3,2024-01-17,0,0
0330574e-3f06-4452-87e1-1f204870e684,493c6e50-aa66-49ec-9b1c-a57a61451103,FL-1005,3,6,5,5,5,3,2024-01-18,0,0
ebe163d5-34f7-403d-b3f9-5d28a9adf9c6,5584ea24-501b-405c-a4bc-a6035e96a4dd,FL-1005,5,10,5,3,5,4,2024-01-19,0,1
3b3aa027-bc50-4843-a86e-3b5b5f165b9a,22c425fb-5735-4bf2-935b-2fa516c423e7,FL-1005,3,8,5,4,5,5,2024-01-16,0,0
21db66ee-c9e1-4a1b-adc8-9c33982b9924,adec130d-8a9e-4f0f-9300-d0241376ced2,FL-1005,4,10,4,5,5,4,2024-01-17,0,1
23af859d-56a0-4cf9-8155-76048edb39d1,3287ef2d-11ab-4248-bc82-c6391e7b9b34,FL-1005,5,10,4,4,5,4,2024-01-20,0,1
29c511c7-bc5d-48a5-bc60-c48fa2b1a97f,388fdbbe-ad11-46a0-85fe-febe3159544d,FL-1005,4,9,4,3,5,5,2024-01-19,0,1
e27f39f2-ac25-46db-8b4b-e768344967f1,0f2a8891-5322-43a9-8b1e-b0cb4ebb5ae4,FL-1006,3,6,4,5,3,5,2024-10-07,5,0
1d5d0e02-8484-4ef9-bf85-1ec5fdff8fbe,6a77a454-0548-43a8-a72d-618072466912,FL-1006,4,7,3,4,5,3,2024-10-06,5,0
8d043f13-527b-4465-9b94-460e0bd01173,33bf76fa-af26-4ccb-be43-bbaefed172e3,FL-1006,3,8,4,3,3,3,2024-10-09,5,0
e5fe43c7-c75d-4904-a242-bbed3b20c9b2,898bb45e-e4cf-4488-a341-c956a5db311b,FL-1006,3,4,4,4,5,5,2024-10-09,5,0
89d9c92c-7024-406b-9412-58e0ce52e6e6,21834f40-93a0-4c1f-b5d3-5dcfd98180c5,FL-1006,5,10,5,3,4,3,2024-10-05,5,1
1196254d-ca6d-480d-95d3-855a7cb3ab4f,51643c52-ed19-4565-9f70-c721e9262ff6,FL-1007,3,5,5,4,3,4,2024-12-11,5,0
b934cd6a-9499-4df3-937d-96adbdcd5e81,2452db7c-434e-47d0-8685-117f4ceac7b3,FL-1007,5,9,4,5,3,3,2024-12-12,5,1
272d6a60-4c21-41f4-adbc-1194514e07f6,4ff87be9-4540-440e-8425-701ca2b64764,FL-1007,4,8,5,3,2,4,2024-12-12,5,1
54f8d897-a3a3-4874-9e7b-281eb9f4625e,07d30784-0333-4f47-b479-00315e1f077e,FL-1007,4,9,5,5,5,2,2024-12-13,5,1
fc72a63b-d821-488e-a168-b30619062a10,2a0dad57-4dae-4228-9b90-8a9fb930b693,FL-1007,4,9,5,3,5,3,2024-12-12,5,1
faacd57f-e3c4-4cc1-bbcb-9d3366658500,d88282a5-6269-4571-8b0d-8cb09e14aa18,FL-1007,4,10,4,3,5,5,2024-12-10,5,1
0930237f-9e7d-4a14-a548-3a726e817b72,f55b2193-15df-4c8f-a174-950117597184,FL-1007,4,7,5,5,5,4,2024-12-10,5,1
5f155c33-b9bc-4e3a-b1c9-a108ec50711d,4db08a31-f793-4625-a578-97f212944aa4,FL-1007,3,5,5,4,4,3,2024-12-11,5,0
503adc73-0772-4276-9ee0-edf38deade2c,61b4f568-b2a5-4f45-b41a-ca6e1e07a7eb,FL-1007,4,9,5,3,3,4,2024-12-09,5,1
a7b23f70-d99f-44f0-adaa-d5358a6cfc58,98857193-6260-440a-a982-71b081133282,FL-1007,4,8,5,4,5,4,2024-12-11,5,1
2a5fcc9e-cb43-4060-86c1-01a1087372a2,4cecf1db-dc19-4ebb-8a6e-9a5a8c81ebc3,FL-1008,5,9,4,4,4,3,2023-02-04,8,1
f64120ee-7c94-4022-bdd3-98e0827b35bb,8ed586ee-83ef-452c-a09a-bb97b434c286,FL-1008,4,8,5,4,2,5,2023-02-04,8,1
989d0710-7edb-4c20-9f31-df6d390d0b69,c404986c-fe32-4c72-a25a-1ac50dced0ac,FL-1008,3,8,4,3,3,4,2023-02-06,8,0
357230fb-d2d0-45fb-ae1b-3ec51cea40d5,cd7f5aaa-3979-4d1f-b00a-c548f28f7e04,FL-1008,4,10,5,5,4,4,2023-02-08,8,1
8ab700bf-a56c-44fc-9783-e6557c085627,d9ad47d7-1156-41f8-9f0e-98958109f22e,FL-1008,4,6,5,5,5,4,2023-02-05,8,1
3cb90cd3-eda9-479f-a8d8-f37cf05c656e,478b8d86-e93b-496f-b8ec-d23516f9fd15,FL-1009,4,6,4,5,5,3,2024-12-16,0,1
d7f71640-9ef7-45d8-adff-07927e516ec9,1ed6f93b-6b8f-4827-b04c-0e3f6cbe9139,FL-1009,4,8,4,4,5,3,2024-12-20,0,1
7165fb23-6644-40ff-ba27-dafaf84735ab,2f3e1e09-82e7-4a95-9cb8-6287ff25696e,FL-1009,5,10,5,5,5,3,2024-12-18,0,1
4518a51b-c9fb-4ad4-a4c9-db06e089e23f,2562ebcb-02b5-4749-ab44-bbb8ccb148a8,FL-1009,4,10,4,3,4,3,2024-12-17,0,1
b8e36f57-34a9-4747-83e7-1e21d65951b5,19dd7edf-6d1a-4e44-8002-761f11a8ea50,FL-1009,3,7,4,2,4,3,2024-12-18,0,0
438de516-0a09-418a-b2b4-d5e2f202d7b8,2e612ae0-96dd-4a12-b82e-cf3a223f35bb,FL-1009,4,7,5,4,4,3,2024-12-19,0,1
f41dbc24-e620-4a16-bfbb-7731d80d5d23,7087da57-9ce4-496c-99a9-04232071ef4e,FL-1009,4,9,4,3,2,3,2024-12-20,0,1
1eb4a6fd-2a54-42ae-b4a0-23202654ed76,80166c4c-db0d-47d2-bd16-fd99fa9f235f,FL-1009,3,6,5,4,4,5,2024-12-16,0,0
100ad664-df82-449c-951a-7927aa54c3e5,1ce47323-5fae-4cc2-b75f-063505777885,FL-1009,5,8,5,3,4,5,2024-12-18,0,1
ff46cd66-2f7b-4c73-a4fd-065363203b24,060d8127-62dc-4917-ac00-f1a0259c4ef1,FL-1009,5,9,4,3,4,3,2024-12-16,0,1
316a72b3-7d4a-44e7-9e00-a263b5aa21bc,1b682be0-4c56-48de-ae76-dbf0aa15bfa5,FL-1010,4,10,4,3,4,5,2024-08-17,47,1
fe9eda1a-310d-49fb-b8fc-da89fa6a0ba7,279e5c18-a599-4994-aef8-f0afd2aea18a,FL-1010,4,8,5,3,4,2,2024-08-14,47,1
af7ca50e-4803-4bfd-992d-f8d8b428b3c9,d799d952-ca75-4617-966b-4075280d5d6d,FL-1010,4,7,5,4,4,3,2024-08-16,47,1
56563657-08b5-4b5f-82c2-fe18012a97e6,ba154b9d-00f8-466f-a3ba-f3f47fa54c22,FL-1010,4,6,5,3,5,3,2024-08-16,47,1
2217a56d-0fd2-429a-ba3b-7d32dcec5837,20da1707-0572-44db-824c-52f6a0e0c5db,FL-1010,5,9,4,5,5,2,2024-08-15,47,1
68ca3594-d4f8-4ec6-a851-39e6851be130,27edca0d-90c5-4978-a508-957466ebd5f5,FL-1010,5,9,5,4,4,3,2024-08-15,47,1
9ca1d564-2f4e-4030-b352-0d51cf62596d,210e75ea-f72f-43b5-b80d-97c8bac72817,FL-1010,3,5,5,4,3,3,2024-08-14,47,0
b79152f7-53b7-4a43-b79c-998be6444fac,56414ec7-d0d8-4ac1-92c7-7ce1f9b0ca58,FL-1010,5,10,5,2,3,2,2024-08-17,47,1
c916479c-7cf3-4c82-92ea-85578efef926,e83a837d-e40b-44df-88b4-6cdd5c114d3f,FL-1010,4,7,5,3,4,4,2024-08-17,47,1
2417b1f3-6814-459e-b6a6-3e75f646289d,254bef5f-a5f8-4863-977f-54bf0db83ee0,FL-1011,4,8,5,4,4,3,2024-12-04,14,1
5e3d444c-5dca-4ea5-bf68-307f568ba1a9,0ec581f8-c3c0-4dd4-8583-44517d79b220,FL-1011,3,5,5,4,3,4,2024-12-03,14,0
ba492ff9-867a-4837-8094-6d1b8a1e8eb4,0d194dbe-6c7e-4dd9-8dcf-dde71b17d3f4,FL-1011,5,9,5,4,5,4,2024-12-06,14,1
b10ef499-c6a0-471a-9973-b1e0131d0e0e,588299a4-1abc-43cf-990c-201fb63f1a86,FL-1011,5,10,5,4,5,4,2024-12-03,14,1
a5acb73f-c8b0-4201-95c9-a1ca99a8cbaa,7ffd8f91-6d18-4a58-8b91-dce0add318eb,FL-1011,5,9,4,3,5,4,2024-12-07,14,1
7598cd81-c980-4bc6-a3ea-9b89b24b3600,b29fc038-1c92-452f-955f-483631f72972,FL-1011,4,10,4,4,5,2,2024-12-06,14,1
126af484-812f-4bff-b9f5-3dab4322b954,2694e48c-f1c9-4f91-8094-49453c9ee2da,FL-1011,4,10,5,3,4,4,2024-12-05,14,1
8484adcf-a216-4081-bb2d-e415b7ea8561,46b54afa-a49f-4b45-863f-532e3cccbdd9,FL-1011,5,9,4,5,5,3,2024-12-04,14,1
1955809b-c5d1-4f9f-9a74-f7efc55a283c,81d112ea-2a1e-4e70-ba37-a97092c86946,FL-1011,5,10,4,4,4,5,2024-12-05,14,1
c5e8c9fb-1d5d-4d8d-8fee-93315b2c853d,acc6a523-fad4-4fed-98df-a05342dea080,FL-1012,5,10,5,5,5,3,2023-12-14,22,1
a4077696-8683-4fa6-862d-0e07ed648eb7,f9d7cead-5269-4094-a46c-6415b3e89cfe,FL-1012,4,8,4,4,4,5,2023-12-14,22,1
b2bcc9c2-d74b-418d-a7b4-5ce680893f2b,c0716639-08ca-4c2d-8195-d5505224e069,FL-1012,4,7,5,5,3,4,2023-12-12,22,1
da7867da-dc63-48d0-ad26-3e0a7e82f319,92314bab-1ff1-43ec-baf5-90873e5ec4ea,FL-1012,4,9,5,4,5,3,2023-12-15,22,1
6f3e39d3-db65-4918-bce5-ad2ef6dd35b0,5af37672-a31e-4ee2-89f6-22862afd92c9,FL-1012,3,8,5,3,3,3,2023-12-13,22,0
2a5b8721-a0a1-4090-b377-878ba01eba80,3590602c-792b-4fdd-a33d-7f7a48311dc6,FL-1012,5,8,4,5,4,4,2023-12-12,22,1
3e682422-3b26-4f9b-8789-11b2138dff73,7e966ef4-c26b-471f-a319-3795e526f173,FL-1013,4,9,5,3,5,3,2024-06-12,0,1
77148467-9392-499b-aa71-36ecfed3cb62,a8a13df6-19bc-4b0a-b181-5d896f4d505f,FL-1013,4,10,5,4,5,4,2024-06-16,0,1
ffd3f882-d031-4f73-9dd9-14a744b4a5fa,93c681d5-a749-4da1-90f2-fc911b23d7d3,FL-1013,4,8,4,5,3,3,2024-06-14,0,1
9bbf3438-b93c-4bd4-ab3e-7b0194e852db,c4864710-3adb-4690-9e32-ba5e4a18f7c2,FL-1013,5,9,4,4,2,4,2024-06-14,0,1
6444e110-43c2-49da-a0b4-596d4c7699a8,6e3ef319-a929-4af1-99a6-ea6051e35ab7,FL-1013,5,10,5,4,4,2,2024-06-16,0,1
e553f7f3-06bf-4d4b-a6fa-3e4c4b37f203,d8269575-798f-4cb5-a869-e8feeccf2574,FL-1013,4,7,4,4,5,3,2024-06-12,0,1
132b6353-624c-4169-be5d-2e0e5d9044da,b239d963-1e4f-4c67-9deb-f2a5dfc7ce9d,FL-1013,4,9,3,3,3,4,2024-06-14,0,0
721d4a32-c2a3-405b-b729-95813bdd3290,39a06018-7d95-4c0c-9f16-e66920856c2b,FL-1013,3,6,4,5,4,3,2024-06-16,0,0
8a31b533-1e88-4b9b-8626-ca23411ff1c8,76c28381-c9b6-46ed-8ea1-aede637d0d8d,FL-1013,4,10,4,3,5,4,2024-06-15,0,1
ca93faf7-66d5-4f1d-ab0f-186db87193b0,e08e4efe-24c9-4388-a301-eafb84c464e0,FL-1013,4,5,5,3,5,5,2024-06-13,0,1
f830b955-7edf-436c-8ac0-ace758536377,53a51e32-4bca-487d-82dc-9841ae034181,FL-1014,4,7,4,5,3,2,2023-02-25,0,1
e08abcc7-cd2c-40d0-8f1a-050850d29d97,e645145d-ba03-4d74-bf52-7119844e9dbe,FL-1014,4,9,5,3,5,4,2023-02-26,0,1
59e8fd43-ec6f-4da3-98d6-6f0e015c44f7,5e696428-decf-4f38-91c9-3f737527e49e,FL-1014,4,7,4,4,4,5,2023-02-23,0,1
042360e3-453f-46b6-a7ef-ae8bd7ff54fc,ffe99d43-9af0-4231-b834-c2b5cea09a3b,FL-1014,5,10,5,5,4,5,2023-02-25,0,1
2683a5db-2b8d-49c1-961a-f9870df390d5,0d110ea2-65a8-40b3-aaf7-3a1eee3c7d0b,FL-1014,4,10,5,5,3,3,2023-02-24,0,1
e9e36b8d-192d-48e5-964d-32503f60036a,e9606e1c-151c-4f16-b771-2a9d00eb8f13,FL-1014,5,10,4,2,4,4,2023-02-24,0,1
c1433a0b-2c32-492c-aff3-b0be669acbf8,220e8b16-84ce-4e64-b446-a193a519176f,FL-1014,4,8,5,2,2,5,2023-02-24,0,1
31640202-47e1-400b-a0c3-8fddaf0f8b7a,56b0dbd4-a516-4fee-87db-d6e4abd32570,FL-1014,4,8,5,5,4,3,2023-02-23,0,1
3558c954-c6ee-4013-9e58-3f0c0faf8381,37d7878c-012d-4a86-bb59-e0e03607e353,FL-1015,4,8,4,5,4,3,2024-09-29,17,1
62748501-34b3-4d71-89de-2ff5d26e9abe,b1341423-351d-4b99-903c-5a5aa0bb6aab,FL-1015,4,7,5,4,2,4,2024-09-29,17,1
8a2f2041-8d56-44ff-af08-98f027ad3ca3,f0109511-618f-4206-a1a0-34bb10e7a122,FL-1015,4,7,4,4,2,3,2024-09-28,17,1
af8e0344-5996-4164-abdf-69f0fbc6f83d,268583d3-ceca-4a16-a85a-a0ea96b1988a,FL-1015,4,10,4,5,4,3,2024-09-27,17,1
4140555e-3032-4d47-880e-85c943067a27,1c75b48a-63ea-4608-bc18-26e99d6fa6d7,FL-1015,4,10,4,3,4,3,2024-09-26,17,1
c6e3af2a-f468-42ff-876b-93e97feea759,90a82d0f-f8ba-4e7a-aadd-33edce7d0f0f,FL-1015,3,7,4,5,4,5,2024-09-30,17,0
a210e3f6-ba42-491f-822e-7437a5f34ec0,b5567dcb-58ef-4c6f-982f-9d64acc380d6,FL-1016,3,8,5,4,3,3,2024-01-14,43,0
fc36bdfa-4c09-4c3b-a2b7-89db486b90f2,43920254-bb9c-4815-8ef8-740957f59f4f,FL-1016,2,5,5,4,5,3,2024-01-15,43,0
9cceb70c-8dca-4563-b3ed-2858e41eb159,8eab8239-0e9d-45e0-91a0-6ff50246fceb,FL-1016,5,10,4,2,4,4,2024-01-15,43,1
333ad41e-2a03-4688-a2fd-18a0ad29ef75,8db8f7f3-4f59-447b-a058-4a66bd7df2a9,FL-1016,5,9,4,3,3,3,2024-01-14,43,1
36f6070f-6548-447e-b98b-42c6338e3494,88e23f2e-d55c-41a2-86ca-8315e858ed0f,FL-1016,4,8,4,3,5,4,2024-01-15,43,1
450c790f-3974-4800-9f50-9e3b21d6b9f6,80bc543f-6638-41e3-a8f2-8585f62425b3,FL-1016,5,10,5,4,5,3,2024-01-15,43,1
97c7d854-a85e-4476-b501-33d80da35742,6fbced8d-9779-4b8b-a369-0c5e0a9a49dd,FL-1016,4,7,4,5,2,3,2024-01-12,43,1
f779e57d-ade2-4df3-93fa-b0b2b5ed6a5f,4aba41b0-2bbd-4a2c-9422-556704c09013,FL-1016,4,8,4,4,4,4,2024-01-16,43,1
4bd41f89-c0ac-4851-a4ec-fdb1ff373b5d,11ae8b62-64e2-4e59-b261-ab7c2e8d08da,FL-1017,4,8,5,4,5,5,2024-07-31,15,1
63317c50-3eb2-4846-a224-2e386e001a65,8d862a08-50bd-4ca0-b821-f904d45d15ce,FL-1017,5,10,4,4,4,5,2024-07-31,15,1
da71173b-0c4c-4ce1-8142-8d793c07a128,2f172d44-32d6-4399-8998-26160b8446ea,FL-1017,5,8,5,3,3,4,2024-07-30,15,1
06e72615-9722-452a-b18d-b57453ae7c8e,8d7cf63e-aac0-492e-a283-c8db393f0bbf,FL-1017,5,8,4,4,2,5,2024-08-02,15,1
276e66b3-0517-4fb0-8c67-c77c62caca43,b294db52-59c0-4b72-854e-79c88d649648,FL-1017,4,9,5,4,4,5,2024-08-01,15,1
bb0fc410-70d7-41f0-b301-6a430b70d4b2,03fe96bd-e38e-4389-ab46-4db8986a463e,FL-1017,3,6,4,4,3,4,2024-07-29,15,0
13fd5eb4-524e-4a23-a8e2-99f397daa270,1a1a5c4a-5857-4d2b-995f-ec0b4b956a55,FL-1017,5,8,4,2,2,4,2024-07-30,15,1
0b3a9760-83c7-4306-a37b-8ea1d1f136f2,940c9cc9-d506-46cd-ac0c-404bfa508c4e,FL-1017,5,8,4,4,4,2,2024-07-31,15,1
8dca7973-9f58-4d9c-beee-a1662b847bae,f07dfe23-0d75-45d9-a8ed-ceea48d73940,FL-1017,4,7,4,5,4,3,2024-08-02,15,1
c4a0423c-3c43-46e1-a162-382930dec12e,8495dbb5-2aa0-4aee-93c0-e1cdebac957c,FL-1017,4,7,4,3,4,3,2024-07-29,15,1
31ff46d2-ceb1-456c-981d-8bce977891db,34bdc01d-3607-473f-b75f-13b1697a61e2,FL-1018,4,9,5,4,5,5,2023-05-25,42,1
7647139d-e9c2-4c68-95ea-e5d21e3f3f94,093ab74a-cf48-4c45-9e68-a86849603c7d,FL-1018,5,10,5,5,3,2,2023-05-26,42,1
edeca6b3-80a1-45ec-8931-a24963569fd0,c7ad709e-ddf0-4ac1-ad9a-2ccfa29b0259,FL-1018,4,7,4,3,4,3,2023-05-24,42,1
6495a628-3bb8-468f-9177-85dc84256f35,5e78a8d2-2eff-49f1-8d3d-8afa6c8b0da1,FL-1018,4,7,5,4,5,3,2023-05-27,42,1
a62b17ae-f180-4220-bcdf-48fbcecf966b,b401cfed-775c-4e68-a261-068133882adc,FL-1018,4,7,5,4,4,3,2023-05-24,42,1
ad390a4e-b34f-4451-8c9d-0f05946836c5,2a52ac9c-1c35-4ffe-8527-e291e9ef5567,FL-1018,5,10,5,5,5,5,2023-05-26,42,1
3ee959b4-7f04-43e0-81b8-971732419d3d,ca7c6303-3cfc-4209-bf55-62e1a641c8e0,FL-1018,3,5,5,4,5,3,2023-05-26,42,0
80f41284-3d14-4fbe-afb9-e4be7e7c0f9e,8ffa6fa2-c456-462a-9ba0-1428ce57a17f,FL-1018,3,6,5,4,5,4,2023-05-25,42,0
0b7f03b5-d62c-4351-9bf1-a2334be542d8,5a5d7d49-3cc4-4f25-8bb9-168c32922b3c,FL-1018,4,9,5,5,4,4,2023-05-24,42,1
31dc3f56-ea02-4767-88d3-2b117d3ebcda,707479c2-4ec0-476c-9be3-fec417c9d63e,FL-1018,5,10,5,2,4,5,2023-05-24,42,1
c945e12b-2a84-4511-b816-959c99597f7b,5796be9a-1cff-46ee-b601-bb89469a619d,FL-1019,4,7,5,5,5,4,2024-07-08,33,1
3cf59bd1-d238-470f-ba7b-37b6f5f88a6f,f4a5a646-bf17-43f5-921d-93b7a62150a3,FL-1019,4,10,4,4,5,4,2024-07-07,33,1
2428b567-fa4b-4f47-8b9c-01cd285b9888,741e008e-e408-451e-956b-e83588cce279,FL-1019,5,10,4,4,5,4,2024-07-09,33,1
de4e97df-3164-4802-8a40-57fcb397c85d,90124d50-ca10-4e17-81f6-397b05bc0ff1,FL-1019,4,8,3,2,5,3,2024-07-11,33,0
fef37c56-bde9-4700-bf02-2d6c19293564,c0f4979e-76ba-4429-ad01-fbde08b2d8aa,FL-1019,3,5,4,4,5,3,2024-07-07,33,0
b58bb7c5-293c-4a65-b2a3-712aec521e46,7ad479d9-6c8b-40cf-b2ac-8ca4dea5f24b,FL-1019,4,10,4,4,5,4,2024-07-08,33,1
19934181-302f-4f74-ac1e-594628af4c92,8713a8a5-f337-4913-b789-620793e4df6f,FL-1020,4,8,5,4,4,3,2024-08-21,0,1
12ba8f00-5849-48fc-b6d5-cb1ffadd5c2c,5d79e1e7-e4ce-4129-96b8-6a4c1770edf6,FL-1020,5,10,5,2,4,5,2024-08-19,0,1
8377cb56-04ac-447f-b1d1-e4aa1477d7b9,ad7ecf73-c791-4fea-a035-ab225bced92b,FL-1020,4,9,5,5,3,3,2024-08-18,0,1
f7b3079a-ca33-44a1-a2f8-28f25bc14878,1625eee6-e1fb-45e3-9e55-947499f808c9,FL-1020,5,10,5,3,5,4,2024-08-18,0,1
ab784f94-6a39-4cde-afb6-7340435e1c75,b29fc038-1c92-452f-955f-483631f72972,FL-1020,5,10,5,5,4,2,2024-08-20,0,1
c3ea50d4-1f6e-4f03-bf5a-987ae7b512c8,f61e7c42-1f53-4ee4-831b-bc317bd1be0f,FL-1020,5,10,4,3,3,3,2024-08-21,0,1
ddbdaefe-9d59-449a-8313-3ab1c9da3964,52551c24-ba32-493e-a8e1-47588f2709c7,FL-1020,4,10,3,3,5,3,2024-08-19,0,0
87b2aa20-d729-4c9f-93e0-a6f5c0432cd2,184c6cdd-e5b2-43bd-a6d0-d683b1239997,FL-1020,5,9,5,3,1,4,2024-08-18,0,1
12054d3d-7f27-402f-8f66-83ec90265cef,1019a690-45f6-4184-906b-d35765e29991,FL-1021,5,7,4,4,5,3,2023-08-24,0,1
