passenger_id,age_group,gender,nationality,language_preference,travel_persona
055bc167-3941-46f9-b1ea-c64129aa9e1b,23-30,F,Rest of Pacific,EN,Leisure
0f4924c3-39c5-4087-86cb-04b5d8a9ca3f,46-60,F,Australia,EN,Leisure
505fad49-b57f-449e-8077-f1f9d9b33f1c,46-60,M,Rest of Pacific,FJ,Business
97bc743e-dadd-4d16-b300-d1e7b332eb86,31-45,M,Australia,EN,Leisure
ab06c655-a9f1-45af-a2cc-8556c5055cff,61+,F,USA,FJ,Leisure
04e97d8f-ac0b-4ca2-84ee-df21e3f1d5ca,23-30,F,USA,EN,Business
a5bc3f9b-b40f-4815-a4fd-64dd56bbee03,31-45,M,Australia,EN,VFR
5c8805f5-cdb9-4c5d-aded-d4ded3eb228a,16-22,M,Australia,EN,Leisure
630eae64-828c-4ab4-984e-247b0a09fffc,23-30,F,USA,EN,Leisure
59151209-9cb2-4728-941f-af53fdb436d0,16-22,F,Fiji,EN,Leisure
d188fae7-5c62-4933-a064-37856c46be56,31-45,M,New Zealand,FJ,Leisure
73cae0d8-8f25-4974-905c-2c6688ada81a,46-60,M,New Zealand,EN,VFR
de60809f-6298-4208-b127-c45d8b61a6ef,31-45,F,Australia,EN,Business
1a3d9fd4-27e9-48c9-802b-0cc98da41c06,16-22,M,New Zealand,HI,Business
ff296da7-3036-4c1e-bbd9-78161031fab9,23-30,M,New Zealand,EN,Business
f1606877-93ab-4100-8115-dc25eabf6876,61+,F,Fiji,HI,VFR
c28d11db-4ba3-4ae9-bd14-264a776994dd,31-45,M,Australia,EN,Leisure
fe57e17d-2e3e-4527-a4d4-b8a39755ad2f,23-30,M,New Zealand,EN,Leisure
ebc4d9a4-27e2-4898-bc0f-96941ce2c88c,46-60,F,Australia,FJ,Leisure
a009b073-61e1-4572-845d-cf0a2ade1225,46-60,M,New Zealand,FJ,VFR
f6439230-e449-4462-893b-88b29b126bea,46-60,F,Singapore,EN,Leisure
07fcb464-1c36-4ef0-a75e-2eccddd800e0,23-30,F,Singapore,HI,Leisure
0d57c64c-bfcb-4699-9722-cc4fd994758b,31-45,M,USA,EN,VFR
538973f8-8b62-4188-aba1-9b4d45800032,23-30,F,Fiji,FJ,VFR
7678f06a-079f-41c9-a655-38c32d4ae7ce,23-30,M,Hong Kong,EN,VFR
34209e1e-ebbc-46b0-b324-f2f6e1d0e914,61+,M,Japan,EN,Leisure
e6a15faa-5e01-40f9-a57a-b6665619c4df,61+,F,Australia,EN,VFR
505ec6a5-3fd6-4fe4-8dda-b1f624b69418,31-45,F,New Zealand,FJ,Leisure
a214a793-98b4-427d-a27e-9c8dd2773df4,61+,M,Australia,FJ,VFR
6542f71b-a3dc-4095-b665-760134b36194,46-60,F,USA,EN,Leisure
faceb2d2-b154-4786-a411-444c7db92d39,61+,M,Fiji,EN,VFR
52c5b524-b417-4f01-b490-bcc1d1a13f84,46-60,M,Australia,EN,VFR
857b8649-bb5b-4e80-88ed-1d5fe472f83c,31-45,F,Australia,EN,VFR
13f26484-e3fa-4467-9024-c29832261ff0,23-30,M,Singapore,FJ,Leisure
d3a79641-c3b6-4f36-b6d2-da4f9fb2d06a,23-30,M,Other,EN,Leisure
fae17620-9c50-4189-8b28-a9f325439b3e,61+,F,Rest of Pacific,HI,VFR
27e74440-47ac-4b9f-b5d1-36c7cc3ab287,46-60,M,Australia,FJ,Business
1932c8e8-7d83-4c58-9bff-26d20372abca,16-22,M,Hong Kong,EN,Leisure
2e41c163-e5f1-4d16-b9bb-41f8cf753e4c,16-22,M,Fiji,EN,Leisure
788aa8de-7ef9-47ce-8d14-9c4f759134e7,16-22,M,New Zealand,FJ,Business
99d9716d-b305-443e-bbf4-d93572f6e961,23-30,Non-Binary,Fiji,EN,VFR
6b28cfb9-2bdf-4cdf-b17a-786792a12e8a,23-30,M,Rest of Pacific,EN,VFR
ce85acdf-2752-4799-b60f-5adc245c4deb,46-60,M,Japan,EN,VFR
ce8ce0c5-4e2b-4221-a1fc-e380284ccb1c,61+,M,New Zealand,HI,Business
fc29ba2c-7305-4688-a071-cedec4f6b5f9,16-22,F,New Zealand,EN,Business
92ae796f-5233-4e8b-b419-5d312e30e902,46-60,F,Hong Kong,EN,Leisure
162164be-4d27-4879-be7c-07d95cfdec50,46-60,F,Japan,EN,Business
b76fdab0-80b0-4c53-be28-cac01b26b4e5,61+,M,Australia,EN,Leisure
e40018a3-b202-4434-87f6-2aa9747ce264,46-60,F,Australia,HI,VFR
78030fb4-5112-461e-acc8-7f0217c1a21d,61+,F,Fiji,EN,VFR
91a61136-cef5-4f11-a956-1a4fa7c51dcf,31-45,F,Australia,HI,VFR
a13e2ad3-ade2-462a-a2f5-c3d9726f48e2,61+,F,USA,FJ,Leisure
6d7eeae3-9e90-4c20-bebb-ea976bdf2656,16-22,F,Japan,EN,Leisure
4b3511cb-e678-44fd-aa4a-bc721ca78cb3,16-22,M,Singapore,HI,Leisure
ab3660cb-3ed0-46d2-913b-047216a172ab,61+,F,Fiji,HI,VFR
38fdb3d2-ad66-49d5-a91e-c5ab78e5fb85,31-45,F,Fiji,EN,Leisure
a4b7a325-edd9-4648-b3cb-47e1c0e89e54,31-45,M,Japan,FJ,VFR
478b8d86-e93b-496f-b8ec-d23516f9fd15,16-22,Non-Binary,New Zealand,FJ,VFR
47b3517b-e707-495d-952f-92e4f755c2ec,31-45,F,Australia,EN,Leisure
042c7f75-51dc-43ae-b666-933fe2bd7098,46-60,F,New Zealand,EN,Business
58518b8a-aa88-44cb-ac52-7b39cdf97ec5,23-30,F,Fiji,EN,Business
683e9960-970d-4346-9aeb-a5d6962fe242,46-60,F,USA,EN,VFR
0da1de04-9c28-4a6f-88b8-54eb3e902b59,16-22,F,New Zealand,FJ,Leisure
3e63c9de-c083-46f1-8461-65c9fc1609f7,31-45,M,Australia,FJ,Business
6ed37586-13b4-40c5-ad3a-1d0d903a0c3a,61+,F,Australia,EN,Leisure
076d0aae-3b68-425c-bcdb-75788a5532b9,23-30,M,New Zealand,EN,Leisure
2aeea788-0e54-4c78-b9eb-b63438cbbddc,61+,F,Australia,EN,VFR
8595eb5f-561e-4fbb-8ad8-a4ceb1ff29fa,16-22,M,New Zealand,FJ,VFR
0b9e22f9-e057-4b94-86fe-c67df7a34941,31-45,M,Hong Kong,EN,Leisure
825d9f90-4820-4169-b78d-d0e8562de512,61+,M,Other,EN,Leisure
b5bcdb4e-c856-483c-96f1-3a871cbf596a,61+,F,Australia,EN,Leisure
46b6113a-b4cf-48dc-8072-e8357df81860,23-30,M,Australia,EN,Business
64c85ba5-aa84-4e94-b883-85efaa878548,23-30,M,Australia,FJ,Leisure
4f05b1be-eeec-4220-82c6-dea8b70a6e34,31-45,F,Australia,EN,Leisure
5c91423a-cfc7-468d-a1ce-952e833e88f1,23-30,M,Australia,EN,Leisure
bbb3f329-17f3-4c80-8788-e6c04e74535b,61+,M,Fiji,EN,Leisure
6f9a03b2-127e-4cf2-97dc-dd296a8e3559,61+,F,New Zealand,EN,VFR
80bc543f-6638-41e3-a8f2-8585f62425b3,16-22,F,Australia,FJ,VFR
b173f178-185a-4cdd-a691-4a735d0ae378,61+,M,Australia,FJ,VFR
cf5becb0-95da-42eb-aeb7-6c9563e2e952,31-45,M,Australia,EN,Leisure
aac757a4-0200-4ef9-9b99-1e54de254abc,46-60,F,Fiji,EN,VFR
08aa702a-6092-4c8a-9a88-049b148a1d2b,16-22,M,Australia,FJ,VFR
d3e6aaf0-ace6-42b2-bc43-65fa39086a54,16-22,F,Fiji,EN,Leisure
7ff8a0d3-a9e6-490d-b9c9-07148a297549,31-45,F,Australia,EN,Leisure
35405602-0072-4059-84bf-7debafaeb2bf,31-45,M,Australia,EN,Leisure
a871fe88-cf8c-44b3-b5b2-f5155c05cccd,23-30,M,Japan,EN,Business
8e880cb2-5c1e-439f-8744-582fa8f8d522,16-22,F,Fiji,EN,Business
6e8c385a-3ce2-4a9e-9a69-113c1f6da7cb,23-30,F,USA,EN,Leisure
3d9d5d90-d0bc-46d4-9cb3-8e57e84684be,61+,M,Fiji,FJ,Business
fbcaa802-2e64-49fb-92b8-0485baf39f63,16-22,M,Other,FJ,Leisure
11078b35-424b-4bea-9fd5-3def67dd3f0d,16-22,M,Australia,EN,Leisure
07721865-a2e2-4654-976f-161e09ea835d,46-60,M,Australia,EN,VFR
e4fff8ca-48c2-4547-a7ba-400f6deacd89,16-22,M,Fiji,EN,VFR
39d4a368-a8e9-49b7-8bf4-6bb87f4345f0,61+,M,Fiji,HI,VFR
ce72508f-cfd5-4e29-ab70-6c82146ef9ce,23-30,F,Australia,EN,Business
1e0d6f0e-c363-4a37-9b52-f04962919f50,23-30,F,New Zealand,EN,Leisure
89410184-dda0-4e35-a747-af5b10d6f89c,46-60,F,Australia,EN,Leisure
8e1ac604-2602-4a46-82c4-14cb9aa4f178,61+,F,Australia,EN,Business
80bd85ab-036a-4910-8f24-14bc80649096,23-30,M,New Zealand,EN,Leisure
cd3604dd-e1db-4fe1-aa7c-1c31f31f505e,31-45,F,Australia,EN,Leisure
77a2adde-6f5a-472f-a93b-1a9a6f54d3dd,61+,M,Other,EN,VFR
7619ed63-2f1e-4951-bbe6-d90f808dd809,61+,M,New Zealand,FJ,Business
665292f7-77cf-49ea-90f5-b2e194b8a143,46-60,M,Fiji,EN,VFR
c34fdee1-8a0d-4be7-be90-b41d363c55d2,23-30,F,Rest of Pacific,EN,VFR
ac25efe6-80cb-4226-abb9-5c27e37a69a5,61+,F,Australia,EN,VFR
1f0c18b8-d7ee-4946-b48a-53b7453f294a,23-30,F,Singapore,EN,VFR
bd6f08ee-c188-4c39-aedc-00bde2dbbdaf,31-45,M,Australia,EN,VFR
e0972d8e-18c0-40f5-a302-a31bf91e9a1d,46-60,F,Fiji,EN,VFR
19cb1d8d-f0cf-4be2-9702-cfe44cea014b,31-45,M,Singapore,EN,Leisure
54ef3321-4ff0-40e7-92e2-8f1ae1b946ae,46-60,M,Australia,FJ,Business
22fa3ccc-c422-4ca8-8a2b-59aa81a83e32,61+,M,Japan,EN,Business
eb1e1f91-9fc0-4365-b229-6b952271796d,46-60,F,New Zealand,EN,VFR
04f99211-bf88-467b-9fd5-8a52fcd1cafb,16-22,F,Australia,EN,VFR
4742f35d-a742-4dbd-9b4b-1efa27b63e4b,23-30,F,Fiji,FJ,VFR
8fad45a2-0e71-4954-8c53-a7bcef46f8be,23-30,M,Australia,EN,VFR
2e93b099-9856-433c-ab97-8f574cfbe03d,16-22,M,New Zealand,FJ,VFR
4a15deb1-fb87-4399-8a50-a0f33b79c052,31-45,M,Singapore,EN,VFR
16bb1f11-643b-4c0c-9035-ec953b5b324e,16-22,M,Fiji,FJ,Leisure
2ffc3036-4395-4252-8fb2-e7d67197dd72,61+,M,USA,FJ,Business
17686fd8-32f1-480f-aef2-9aeb37427fd7,61+,F,Fiji,EN,Leisure
35fd7754-af43-490e-be22-9a21fc155f35,23-30,M,Hong Kong,EN,Leisure
b5e2b763-4d17-47ae-8a3e-9a498a059717,61+,M,Rest of Pacific,EN,Business
9add5519-7a56-4f27-9b38-a7bfaf870b40,23-30,F,New Zealand,EN,VFR
f3407479-04f1-485c-ab5d-a939416fae7b,16-22,F,New Zealand,FJ,VFR
41798f6e-5fd4-4449-90c4-1df932c1c46c,16-22,F,Australia,EN,Business
49d6d38d-457f-40fa-af3d-c0c7cd748352,16-22,M,USA,HI,VFR
f7be8770-9997-406b-8ce2-183a99e65ebe,23-30,M,Australia,HI,VFR
7b7624c4-9b86-46cc-ae89-64f9ae725122,16-22,M,Hong Kong,FJ,Business
49cc8c89-69fe-4088-93cc-60a763ae7c6f,16-22,F,Fiji,EN,Leisure
4e1fb420-8d88-468c-8f7a-1f730fc195ba,31-45,F,Australia,EN,Leisure
c7a68205-aec2-4378-a728-fbaa8edc386a,16-22,F,Hong Kong,EN,Leisure
977de65a-cb05-4f3e-8f69-7d619ee1a642,61+,F,Fiji,EN,Leisure
e1415935-7f60-4b0d-bfe2-1cd2163841fe,23-30,M,Australia,EN,Leisure
6a08f5f6-50f5-4333-8b1e-44c6cc918b34,31-45,F,Fiji,EN,Business
c8f3afb1-0c94-4abf-a6f6-26b8b100b1bd,46-60,M,New Zealand,EN,VFR
99c6ea06-0e62-421b-a919-bf03b0530210,23-30,M,Fiji,EN,VFR
fa60cc4a-ea9e-4e40-8ad1-0c9d5e9ce4ef,61+,F,New Zealand,EN,VFR
90fb34d1-c718-4780-bff9-1098df21d7df,23-30,M,Japan,EN,Leisure
f41a0fc1-5971-4872-8e5f-83dfa9bcb11a,61+,M,Fiji,EN,Leisure
85db0540-3675-4afb-afbc-7ed8721d4369,61+,F,Fiji,EN,Leisure
6ae912d3-0ddb-46d9-84c1-733206157036,46-60,M,New Zealand,EN,Leisure
33bded7c-7451-47ae-9e3a-537bd601b839,23-30,F,Rest of Pacific,EN,Leisure
ec00ff71-ee80-4845-a2d8-f898762b8020,46-60,F,Fiji,EN,Leisure
f9c41da4-9783-49f7-b8a8-fc14b12162e2,46-60,F,New Zealand,EN,Leisure
949579b2-fae5-425d-911a-a52f69194430,23-30,M,New Zealand,EN,Leisure
0a520f17-c7e9-41fb-8dff-3150b9d8ba85,16-22,F,Australia,FJ,Leisure
20a8d8bb-e052-4ba8-a830-0e85845cb931,16-22,M,Australia,FJ,VFR
6864d94a-275d-498e-a3a3-c9c0762eecf0,46-60,F,Fiji,FJ,Leisure
07a2710d-01b4-4c1c-8a44-1fa00965dd54,31-45,M,Japan,EN,Leisure
e2e2d51c-0653-400b-bddc-78a92f9b605c,46-60,M,Australia,EN,Business
c07a833a-87aa-4de0-9e3b-e40816dde501,46-60,M,Japan,FJ,Leisure
faae04b4-acac-40e5-a1e5-54b09a9c363c,46-60,M,Fiji,EN,Leisure
d53b645d-3e82-40e2-b9e9-e09d9f32ab15,16-22,F,Fiji,EN,Leisure
26972751-1227-48aa-a658-e280683120c6,16-22,M,Rest of Pacific,FJ,Leisure
2e2cf6b7-e124-4ee3-8859-c3fb6ac7cb01,16-22,F,Fiji,FJ,VFR
0ec581f8-c3c0-4dd4-8583-44517d79b220,46-60,M,Australia,EN,Business
556829b7-612a-4381-9597-fb4fb7294825,31-45,F,Australia,EN,VFR
d1dd8fa5-d6b8-4ce5-94cf-bdd236c11c24,16-22,Non-Binary,Fiji,EN,Leisure
920f42a1-c3e3-4785-b59d-5a310b14267f,23-30,M,Hong Kong,EN,Business
917fa6fc-72e8-4447-b012-6abf0d0a3681,23-30,M,New Zealand,FJ,VFR
15bc6b83-392a-43b8-9026-97bd28b9dad3,23-30,M,Australia,EN,VFR
f3a10cd5-6812-4e99-991e-ce96245937df,61+,F,New Zealand,FJ,Business
ec680ecc-4491-4573-970f-dd3d42fe64b3,46-60,M,Hong Kong,EN,Leisure
eb3d63d6-ee8d-4c43-92fb-65bfd3ca8b69,23-30,F,Australia,EN,VFR
6e781b1c-32ea-4fa9-a074-b652ddd7869b,46-60,M,New Zealand,EN,Leisure
9d256205-8ae1-445c-a7e9-88f507c39c68,23-30,M,Fiji,FJ,Leisure
615b0209-323f-42f4-a822-e68548e4e556,31-45,F,Fiji,FJ,VFR
3353559c-dfbb-432c-b7d7-8849ff5b4577,46-60,F,Australia,EN,Leisure
b6189fe2-1eb9-49d5-bb49-0195eeaaa97f,23-30,F,Australia,EN,Business
8501df33-ba87-4d6b-97cb-fd4a267062fc,16-22,M,USA,EN,Leisure
56d583de-61dd-474e-81a5-ed22a4098732,46-60,F,Fiji,FJ,Leisure
d9948ec3-24be-4006-b1e4-cc13f5732011,61+,M,Singapore,FJ,Business
cd35a7e0-08c1-4af7-ae8d-4d77a43d8cdb,16-22,M,New Zealand,EN,Leisure
cb6082df-5078-4167-a985-c3aa82f04949,16-22,F,Australia,HI,Leisure
4ead2938-9226-4552-918f-4aaaf6bb931f,61+,M,Fiji,FJ,VFR
f981a220-0db8-4c02-b3d8-dc38ca5598b9,16-22,F,New Zealand,FJ,VFR
8d25aa5a-ad70-4f87-9f37-9c222ac57c7a,16-22,M,Fiji,EN,VFR
3a76e51f-fdb7-4752-aea8-30d4bc600544,23-30,F,Australia,FJ,VFR
46455ae4-335d-4b6f-848b-5d567f8540b1,23-30,M,New Zealand,HI,Leisure
982b0cb8-c98e-4cba-8190-4b801681ca08,46-60,F,Australia,HI,VFR
7ac2fedc-c1f9-4a4f-ab92-4af8551a5e55,46-60,F,Fiji,FJ,VFR
cdadc81f-89a5-41a8-bf93-872c5ba72844,46-60,M,Singapore,EN,Business
86d01070-cd9c-4b03-ac46-2ec491b8a2aa,23-30,M,Australia,EN,Business
ff56a79c-41c9-45d8-9c69-9272e0283bda,46-60,M,USA,EN,Leisure
fcff285c-0f2e-43fa-8a93-1869a6be0dce,16-22,F,USA,EN,Business
9f668b77-fee1-4559-bbaa-855313296e3f,23-30,F,New Zealand,EN,Leisure
b45a5c81-9bc8-4ca8-a0c4-d6642020dc55,46-60,F,Australia,FJ,Business
85dd96dc-95a6-4bb1-9b28-460426db80cd,16-22,F,USA,HI,Leisure
c43b9c9d-9ffa-4d5d-a8b8-9725193f51d9,46-60,F,Fiji,EN,Business
8a258da6-8013-4d31-9b35-3b582fdf609a,31-45,F,Other,FJ,Leisure
c712a83b-a575-467e-9410-dc31d3233d4a,46-60,M,USA,EN,Leisure
223d5acc-4ff9-4ffa-a9a9-6829fd5d1c02,31-45,M,Australia,EN,Leisure
a1ec738b-1fad-4264-87e3-c4cedeaa60db,46-60,M,Australia,HI,Leisure
5670fe58-5626-4ab3-959d-0aaceeb39228,61+,M,New Zealand,EN,VFR
0f268a8e-fe59-488c-ad53-2dda3ae2b671,46-60,F,Australia,EN,VFR
c981244c-ead5-45bb-a19f-f61d051c8fe1,23-30,F,Fiji,FJ,Leisure
431e1352-8fd6-4313-a100-9ca2559bb3f6,23-30,Non-Binary,Australia,HI,Business
cf6341ea-aaab-48d1-990c-92bd6ce74f9a,31-45,F,Fiji,EN,Leisure
cb6cb8a3-1306-46a9-95af-a84d6270a5ea,23-30,M,Australia,FJ,Leisure
6b773d54-c4aa-4a5f-8ae6-d085b3adec75,16-22,M,Rest of Pacific,FJ,VFR
d1212008-2b65-4fb2-92cc-7838b681aa69,61+,Non-Binary,Australia,EN,VFR
1e379a21-78f1-47b9-9c79-f9ef1e2fb438,61+,F,Australia,FJ,Leisure
1636ae07-08f7-4f00-9346-bc9d3487e98c,16-22,M,Fiji,EN,Business
a4be4a15-8fb4-4fac-8263-b85439e6e0f9,31-45,M,Japan,EN,Leisure
baba2980-923c-42d8-8681-93bca191f38c,16-22,F,Rest of Pacific,FJ,VFR
c5247f55-ad28-4f84-a0c1-2bd4db3e1a9d,16-22,F,New Zealand,EN,Leisure
49ef0495-1221-441f-892c-4b852aae0c89,61+,M,Australia,FJ,Leisure
3672c7b8-e527-4086-853b-bd901af1dcf5,46-60,M,Australia,FJ,Leisure
bc1c7766-259b-4e92-9c5c-cfe1d356e4ee,61+,F,Fiji,EN,Business
1127255b-50dd-4376-b483-7216cce64ec5,61+,F,Australia,FJ,Business
4a9afa76-a0b7-4318-aae7-cea3973abdff,23-30,M,Japan,FJ,Business
f60ec1a5-1930-404c-9b4f-c5246e4539b1,16-22,F,Japan,FJ,VFR
fd9b26a0-ec9f-4ffe-9e47-91f1928bf371,61+,F,New Zealand,FJ,VFR
8ab70605-a5bd-46e3-ba3c-27181870f233,16-22,M,Japan,FJ,Leisure
20106d53-342b-4b2b-ae23-f332c124b050,23-30,F,Australia,EN,VFR
fd46fe68-e177-4e59-bc5c-1e8e7a842f19,16-22,M,Singapore,FJ,Business
09c637c2-a07d-4a89-aa60-3917dd1f24ee,61+,M,Australia,FJ,VFR
c4e544bd-df17-46f7-92d6-76c576d23cee,16-22,F,Australia,FJ,Business
58adb8f5-cd8d-4d72-afc4-4420a647f5b5,23-30,F,Australia,FJ,Business
afb004be-f48f-4cb7-becf-24cda2e48cf6,46-60,Non-Binary,Australia,FJ,VFR
037125c3-71cb-4776-b6e3-8428018670c0,16-22,M,Rest of Pacific,FJ,Leisure
a7e3f67e-d616-40d7-9e3a-3073b8ec5fd5,61+,M,USA,EN,Business
8cab5aff-d7d6-43d9-842f-477175e88522,23-30,M,New Zealand,EN,VFR
9c0f80bb-c261-49a2-b3c4-aab0e9b2254e,61+,Non-Binary,Rest of Pacific,FJ,Leisure
7e1abc16-75f8-42b6-b744-529497100e23,61+,F,Australia,EN,Leisure
898c175c-7a47-400a-a081-e3b70b1eb34c,16-22,F,USA,FJ,Leisure
e899ee17-7475-4bde-a064-88493493efab,61+,M,Other,EN,Leisure
caec7647-3a1b-4bd2-b370-1cb097cb7c42,16-22,M,USA,FJ,Leisure
a7fd6811-1a4c-4214-93f7-265e8c233cb3,46-60,M,New Zealand,FJ,Leisure
